0	0	31286.71
5	0	31285.72
10	0	31283.89
15	0	31282.6
20	0	31281.96
25	0	31280.61
25	5	31282.42
20	5	31283.69
15	5	31283.5
10	5	31284.44
5	5	31284.6
0	5	31280
0	10	31286.75
5	10	31284.39
10	10	31285
15	10	31287
20	10	31287.46
25	10	31288
25	15	31294.43
25	15	31295.51
20	15	31288.65
15	15	31286.6
10	15	31285.73
5	15	31284.86
0	15	31256.52
0	20	31282
5	20	31282.05
10	20	31282.57
15	20	31284.15
20	20	31287.72
25	20	31291.7
0	25	31281.49
5	25	31281
10	25	31280.7
15	25	31281.74
20	25	31284.02
25	25	31283.84
30	25	31290.45
35	25	31299.39
35	30	31297.56
30	30	31293.61
25	30	31287.91
20	30	31284.82
15	30	31280.46
10	30	31279.85
5	30	31283.09
0	30	31281.75
0	35	31281
5	35	31282
10	35	31281.72
15	35	31283.15
20	35	31283
25	35	31282.86
30	35	31285.63
35	35	31287.96
40	35	31290
40	40	31283.1
35	40	31284.87
30	40	31282.87
25	40	31284
20	40	31282.92
15	40	31281.99
10	40	31280.78
5	40	31281
0	40	31282.67
0	45	32415.31
5	45	31284.99
10	45	31284.58
15	45	31285.91
20	45	31286.36
25	45	31285.16
30	45	31285.83
35	45	31283.72
40	45	31285.07
45	45	31287.64
45	50	31282.41
40	50	31282.92
35	50	31284.03
30	50	31285.82
25	50	31287.63
20	50	31287.41
15	50	31286.99
10	50	31286.48
5	50	31287.07
0	50	31289.08
0	55	31287
5	55	31288.75
10	55	31288.33
15	55	31288.06
20	55	31287.66
25	55	31287.89
30	55	31287.54
35	55	31286.42
40	55	31285.59
45	55	31283.93
50	55	31282.21
50	60	31283.38
45	60	31284.99
40	60	31286.27
35	60	31287.32
30	60	31287.17
25	60	31290.63
20	60	31289.25
15	60	31290.35
10	60	31289.66
5	60	31288.97
0	60	31288.49
5	60	31288.92
0	60	31274.82
0	55	31275.19
0	50	31272.79
0	45	31276.34
0	40	31274.33
0	35	31274.83
0	30	31272.27
0	20	31270
0	15	31270
0	10	31275
0	5	31272.05
0	0	31271.18
5	0	31272.31
5	5	31268.37
5	10	31270
5	15	31274.22
5	20	31273
5	25	31270.44
5	30	31268.69
5	35	31271.1
5	40	31272.59
5	45	31274.31
5	50	31274.03
5	55	31274.7
5	60	31275.5
10	60	31276
10	55	31274.7
10	50	31277.98
10	45	31275
10	40	31275.07
10	35	31271.55
10	30	31271.08
10	25	31272.05
10	20	31273.17
10	15	31272.34
10	10	31273.52
10	5	31272.76
10	0	31271.03
15	0	31270
15	5	31272.99
15	10	31272.75
15	15	31271.53
15	25	31271
15	30	31273.13
15	35	31272.53
15	40	31271.91
15	45	31274.79
15	50	31276.43
15	55	31276.45
15	60	31273.55
20	60	31271.83
20	55	31272.61
20	50	31273.72
20	45	31272.46
